d_hidden,Wq_mean,Wq_var,Wk_mean,Wk_var,Wv_mean,Wv_var,Total_mean,Total_var
5120,0.67626953125,0.01186370849609375,0.389892578125,0.00836944580078125,0.31494140625,0.00909423828125,0.460205078125,0.034027099609375
