d_hidden,Wq_mean,Wq_var,Wk_mean,Wk_var,Wv_mean,Wv_var,Total_mean,Total_var
4096,1.13671875,0.027191162109375,0.830078125,0.0211944580078125,0.34716796875,0.01067352294921875,0.77099609375,0.1251220703125
