d_hidden,Wq_mean,Wq_var,Wk_mean,Wk_var,Wv_mean,Wv_var,Total_mean,Total_var
2048,1.2119140625,0.0299530029296875,0.45263671875,0.01557159423828125,0.408447265625,0.01541900634765625,0.69091796875,0.1563720703125
